id,title,vote_average,vote_count
36165,Crimes of the Past,0,0
171688,Aftermath,3.9,6
318868,Out of Reach,5,1
75547,Nowhere to Hide,4.3,3
243279,Low Fidelity,7.5,2
117168,The Year That Trembled,0,0
280459,Bad Behavior,5.7,3
57479,What the Deaf Man Heard,3.3,4
76477,Saint Maybe,6.5,2
52044,Insane,3.1,7
115451,Spirit Stalkers,2,2
326262,Biology 101,6.5,2
336118,Down Here,5,2
95892,Honor Thy Father,4,2
342878,One Wild Moment,5.8,293
348811,War Pigs,4.8,42
346592,10 Cent Pistol,4.4,7
260677,Todd Barry: The Crowd Work Tour,7,11
278236,X+Y,6.5,210
300467,Dark Was the Night,5.4,85
128960,The Substitute,6.4,8
229138,Djinn,4.3,20
96750,The Crisis of Civilization,8.3,2
327685,White Cop,0,0
77292,Resurrected,4.5,2
24676,Fatal Contact: Bird Flu in America,5.4,8
283350,Before We Go,6.5,490
78441,Jitters,6.1,13
73128,"Bruc, the Manhunt",4.6,7
84734,Venetian Bird,8,2
319067,Best of Enemies,7.2,61
294562,Lavalantula,5.4,43
344147,Sharktopus vs. Whalewolf,3.5,16
258521,The Deceased,6.2,5
326241,For Here or to Go?,0,1
60898,Erotic Ghost Story,7.5,3
300686,Chloe and Theo,6.4,24
266619,I Am Big Bird: The Caroll Spinney Story,7,9
190148,Forks Over Knives Presents: The Engine 2 Kitchen Rescue,0,0
312131,The Phoenix Project,3.4,13
109695,Cocaine Unwrapped,4,1
348857,Eugene Mirman: Vegan on His Way to the Complain Store,9,2
67362,The Last Lullaby,0,0
262987,Filomena Marturano,0,0
162954,Walk Cheerfully,4.8,4
38812,Hard Luck,7.3,15
311615,Smosh: The Movie,4.8,89
8460,The Skulls II,5.3,21
10594,The Skulls III,4.8,13
229582,Marina,7,32
211076,Bad Turn Worse,5.6,34
313788,Firequake,4.4,9
33558,Dog Eat Dog,6.9,7
266425,Sand Castles,4.7,5
153021,Doors Open,4.9,4
80015,Hollywoo,5.4,183
207649,Vanaprastham,7.2,6
98125,Honeymoon in Bali,6.5,1
13336,Chrysalis,5.4,18
10270,The Challenge,4.8,3
204709,The Scapegoat,6.5,31
283317,Messi,7.7,49
304613,Charlie's Farm,4.8,36
64348,Robotrix,7.2,3
39998,The Fruit is Swelling,4.7,3
118379,Viva Erotica,8,2
254502,R20,6.3,3
156896,Fit,5.5,2
314220,Chevalier,6,22
137002,The Capsule,0,0
249934,The Slow Business of Going,5,1
130973,Wasted Youth,4.8,4
291270,Anomalisa,6.9,472
318781,Colonia,7.4,566
212168,Ghost in the Shell Arise - Border 2: Ghost Whispers,7.4,31
240341,Ghost in the Shell Arise - Border 3: Ghost Tears,6.7,46
279254,Ghost in the Shell Arise - Border 4: Ghost Stands Alone,6.9,32
214348,Qissa: The Tale of a Lonely Ghost,6.2,5
61765,Up to His Ears,6.5,19
267091,A Year in Champagne,6.4,4
53800,Sherlock Holmes,5,1
97403,The Trail Of Tears: Cherokee Legacy,0,0
269999,Fire!,0,0
99022,Stephen Fry: The Secret Life of the Manic Depressive,6,4
159039,Dr. Ketel,5,1
102812,FTA,6,1
59444,2 Young,7.3,3
288788,But Always,5.6,8
209049,Tiny Times,4.2,22
211711,Tiny Times 2,4.7,16
270842,Tiny Times 3,3.1,13
317720,"English, August",9,1
306758,Somewhere Only We Know,6.2,5
272875,The Continent,6.6,19
320132,Triumph in the Skies,3.9,4
148652,The Eleventh Victim,3.9,5
29342,The Bees,4.4,8
86223,Russian Terminator,8,1
171429,Black Indians: An American Story,0,0
298614,Do Not Disturb,5.3,113
253344,Some Kind of Beautiful,5.5,171
197276,The Ghost Army,6.4,5
42727,Women of the Prehistoric Planet,2.6,5
236329,Something good,4.8,2
325645,"Senza famiglia, nullatenenti cercano affetto",6,1
49321,Brancaleone alle crociate,6.9,28
246457,Antonio Gramsci: The Days of Prison,8,2
42395,Generation 1000 Euros,5.6,31
120922,Torno a vivere da solo,3.7,6
43592,Teeth,6.5,2
41669,Fantozzi 2000 - La clonazione,4.5,55
41668,Fantozzi The Return,5.4,70
64822,Dear Goddamned Friends,6.8,11
41665,Fantozzi in Heaven,5.6,66
37770,Fantozzi To The Rescue,6,61
52106,I Won the New Year's Lottery,5.5,26
41664,Fantozzi Retires,5.9,68
38315,Scuola di ladri 2,5.4,32
82080,Rimini Rimini,4.5,12
38313,School of Thieves,5.9,51
30459,Fracchia Against Dracula,5.8,40
38310,Firefighters,5.4,56
26285,Fantozzi Still Suffers,6.4,77
106256,Sogni mostruosamente proibiti,5.5,3
41610,Fracchia The Human Beast,6.8,57
342896,I-Lived,4.9,9
231616,Brother's Keeper,4.8,3
329289,Always Watching: A Marble Hornets Story,4.8,35
24161,My Friends Act III,6.4,44
58070,Mi manda Picone,5.5,4
63274,Velvet Hands,6.3,17
37765,Ace,5.9,27
11441,Madly in Love,6.8,42
38271,Grand Hotel Excelsior,6.1,33
68275,Special Features: Handsome,5.9,16
128657,Saint Tropez - Saint Tropez,2,3
35634,The Grumpy,5.6,16
59507,Four Lovers,4.9,15
4255,The Party at Kitty and Stud's,3.2,17
220436,Language of Love,4.3,3
157544,The Vatican Tapes,4.6,248
28417,Les Barons,6,11
61312,"Video Nasties: Moral Panic, Censorship & Videotape",7.2,9
42031,Hour of the Star,6.2,8
178917,Best Kept Secret,5.7,3
37961,Kaiji: The Ultimate Gambler,5.9,7
106417,Kaiji 2: The Ultimate Gambler,4.8,4
114189,Remembrance,7.4,14
59241,Ultrà,6.6,10
285858,Corbo,5.8,7
283701,3 Hearts,5.5,38
288778,Runoff,4.9,5
352539,Brothers of War,4,2
324230,Diet of Sex,4,12
253944,"If You Don't, I Will",5.3,9
315846,Our Little Sister,7.1,96
283127,Yakuza Apocalypse,5.8,40
257211,The Intern,7.1,1926
17401,"Blue Water, White Death",0,0
342917,Batman Unlimited: Monster Mayhem,6,40
142402,Sam Steele and the Junior Detective Agency,0,0
169364,Swayamvaram,8,1
145874,St. Nick,5,1
50339,Little Jerusalem,6.5,2
338676,Extinction,5.5,207
27412,Hollywood Chainsaw Hookers,5.4,26
209413,Intrepido: A Lonely Hero,6.3,15
104242,I Will Walk Like a Crazy Horse,7.8,5
140208,Bad Boy Street,5.5,10
210923,Bhuvan Shome,5,1
165108,The Story of O Part 2,2.7,7
273599,The Suicide Theory,6.2,38
102292,A Bottle in the Gaza Sea,7,14
297098,Chelsea Handler Uganda Be Kidding Me Live,7.1,14
318033,Dreamcatcher,5.5,2
224100,The Paw Project,10,1
289933,The Truth About Webcam Girls,7.3,5
248379,American Courtesans,6,1
277217,Descendants,6.7,505
292431,Love,5.2,449
311600,Questions for Crazy Horse,0,0
147050,Lambchops,6.5,2
192023,The Invoking,4.1,9
61719,Midway to Heaven,5,2
264644,Room,8.1,2838
204771,Le Monde doit m'arriver,0,0
135697,K.O. Miguel,0,0
79456,Gone with the Pope,6.3,6
295723,Kingdom Come,4.4,19
133603,The Traffickers,6.5,12
250374,To Kill a Man,5.7,14
145312,Dear Santa,6.8,18
49672,Inside Hana's Suitcase,0,0
192911,Monster High: Scaris City of Frights,6.4,8
102831,Chameleon Street,8.5,2
238925,Il terzo tempo,4.7,3
226458,Backmask,4.7,79
230095,"Jack, Jules, Esther, & Me",4,1
5871,The World is Big and Salvation Lurks Around the Corner,7,10
267804,In the Courtyard,5.3,20
15657,Tarzan II,6,231
46665,Triple Dog,5.6,34
261047,P-51 Dragon Fighter,3.6,4
130374,Guest Wife,5.8,5
170455,A Killer Among Us,4.3,4
210274,Filmage: The Story of Descendents/All,7.3,5
47292,Pokémon: Giratina and the Sky Warrior,6.6,33
284258,Zeitoun,0,0
86332,The Redeemer: Son of Satan!,5.9,8
277546,The Runner,4.6,53
104524,Helter Skelter,6.6,27
74495,Bandage,6.2,3
52589,Tokyo Tower,5.6,4
331251,Twenty,6.9,33
328425,The Gift,6.7,1077
18380,Babine,5.8,6
171873,Unter Umständen verliebt,0,0
137853,Journey to Planet X,9,1
80648,Heart of Stone,0,0
277847,Set Fire to the Stars,5.3,16
245963,Milk?,0,0
25161,George Carlin: Jammin' in New York,7.8,12
310131,The Witch,6.3,1471
80219,Homeless to Harvard: The Liz Murray Story,6.1,17
250312,"Mary Is Happy, Mary Is Happy.",7.3,7
79000,Tales of the Night,7.7,26
15126,Eldorado,5.8,24
52369,The Pack,3.6,14
122369,13 Eerie,4.4,37
296313,Men & Chicken,6.6,57
300667,3 Generations,6.1,75
39229,Mobile Suit Gundam II: Soldiers of Sorrow,6.8,9
39230,Mobile Suit Gundam III: Encounters in Space,6.5,10
214137,The Man Who Saved the World,7.3,7
318042,B-Movie: Lust & Sound in West-Berlin,8.4,9
351964,The Escort,6,117
121640,Zaytoun,6.6,16
353652,Crossfire: Hate Is Like a Gun,0,0
353653,A Town Has Turned to Dust,0,0
324150,Uncle John,5.9,16
302502,Pervert Park,6.8,11
291156,No One's Child,8.1,5
337958,Last Cab to Darwin,7.5,21
64872,A Tiger Walks,7,2
25423,Kung Fu Killer,4.4,9
348035,Chris Tucker Live,6.5,23
217389,Memories,7.2,9
190945,Mumbai Police,7.4,10
77322,The Orator,6.7,3
239056,Hairbrained,5.4,27
30428,Romantic Prelude,0,0
63963,Maundy Thursday,5.8,9
129517,Yuma,6.6,9
277154,Admiral,6.4,49
286192,Lava,7.4,405
66799,Assault at West Point: The Court-Martial of Johnson Whittaker,6.5,2
42515,The Man Called Flintstone,7,13
65431,The Hunley,6,3
27169,Gabriel Iglesias: I'm Not Fat... I'm Fluffy,6.7,16
67846,Richard Jeni: A Big Steaming Pile of Me,0,0
25926,Mind Meld: Secrets Behind the Voyage of a Lifetime,6.6,4
238399,Bill Cosby: Far From Finished,7.4,7
80609,Au Pair II,4.5,8
281979,Doctor Who: The Waters of Mars,8,52
80801,Scabbard Samurai,6.5,11
182217,"The Good, the Bad, and Huckleberry Hound",8,1
252520,Short Peace,7,16
13415,Rikki-Tikki-Tavi,5.4,4
60551,War Arrow,6.4,6
89738,The Crucifer of Blood,6.7,5
76790,The Chosen One: Legend of the Raven,7,2
82767,¡A volar joven!,6,1
164652,About Sarah,5,1
108227,The Face on the Milk Carton,5.7,9
85411,The Three Stooges,4.8,5
7092,Van Helsing: The London Assignment,6,51
35178,A Horse for Danny,5,1
60071,Missing Pieces,4,3
86543,Rose Hill,0,1
50503,Pistol: The Birth of a Legend,6.3,12
57857,The Christmas Box,4.6,5
30101,Where The Red Fern Grows II: The Classic Continues,5.5,4
815,Animal Farm,5.9,30
154207,Hellboy Animated: Iron Shoes,7,6
24442,The Black Shield Of Falworth,6,10
211231,Jonny Quest Vs. The Cyber Insects,0,0
33754,Scared Stiff,6.3,7
230428,Cas & Dylan,6,8
93492,Gladiators 7,0,0
103711,Charley and the Angel,5,1
106358,Atom Man vs Superman,3.8,2
126712,Superman,4,2
26155,The Invisible Boy,5,11
18082,Tired of Kissing Frogs,6.2,10
34138,Night Of The Twisters,4.5,14
61113,The 4th Tenor,4.3,2
137984,The Collection,0,0
67313,One Wild Oat,2.8,2
121001,The Biscuit Eater,0,0
121959,The Deerslayer,6,1
106355,Captain America,5.8,3
124523,Joni,0,0
142064,"It's A Bird, It's A Plane, It's Superman!",5.5,2
25180,Anne Of Green Gables: The Continuing Story,6.2,26
151937,Return to Mayberry,4,4
121945,CHiPs '99,4.7,7
49928,Au Pair,4.3,10
29055,Sting of the Black Scorpion,8,1
27010,Black Scorpion,6.1,7
29054,Black Scorpion II: Aftershock,5.7,3
142971,Grace Kelly,5.5,2
60587,The Audrey Hepburn Story,4.9,16
150329,The Dukes of Hazzard: Reunion!,3.5,5
77606,Right on Track,5.4,7
160718,I Spy Returns,0,0
27338,The Pretender 2001,5.4,5
109170,The Facts of Life Reunion,0,0
103260,The Harlem Globetrotters on Gilligan's Island,2.5,2
27339,The Pretender: Island of the Haunted,4.5,4
32677,Rescue From Gilligan's Island,4.1,11
20435,Death Train,4.4,17
51881,The Parent Trap II,5.1,7
288201,A Season on the Brink,0,0
278604,"Family Guy Presents: Something, Something, Something, Dark Side",7.2,110
252724,Mary and Rhoda,0,0
60457,Michael Jordan: An American Hero,5.2,3
270616,"Come On, Get Happy: The Partridge Family Story",0,0
103688,Daydream Believers: The Monkees Story,4,2
20183,"Puff, the Magic Dragon",7,2
23331,Planet Outlaws,4.7,3
105073,The Shadow Strikes,3.7,3
225958,Walk the Proud Land,5.6,6
39015,Sailor Beware,6.4,7
85827,Island of the Blue Dolphins,5.7,3
56067,The Biscuit Eater,5.9,5
128795,Fatal Bond,7.5,2
55027,Dan Aykroyd - Unplugged On UFO's,4,3
302721,Operation Dalmatian: The Big Adventure,3.5,2
13204,Hellboy Animated: Blood and Iron,6.7,19
71665,Divina Confusión,4.3,2
23280,Nancy Drew... Reporter,6.7,5
18688,Charro!,5.7,10
60238,Hidden Secrets,0,0
79419,The First Snow of Winter,6,2
298312,The Visit,6,1405
290751,Secret in Their Eyes,6.2,341
76737,Princess Iron Fan,5.3,2
283445,Sinister 2,5.5,605
174712,Coo of The Far Seas,6,1
108048,"Gwen, the Book of Sand",6.5,2
104232,Nesting,4.5,5
289198,Redeemer,4.7,15
88013,Poor Pierrot,6.1,19
143634,The Electric Hotel,6,12
193977,Birth of a Flower,7,4
85221,Fantasmagorie,6.8,28
127391,The Merry Skeleton,7,7
212362,Serpentine Dance: Loïe Fuller,6,3
49273,The Melomaniac,6.2,19
100247,"Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics",6.1,11
133213,The Dinosaur and the Missing Link: A Prehistoric Tragedy,5.5,2
205263,A Is for Autism,8.5,1
24448,7/G Rainbow Colony,6,5
343295,Jeff Ross Roasts Criminals: Live at Brazos County Jail,7.8,5
114955,Let It Shine,5.9,57
130296,Sinful Davey,6,2
52485,Further Adventures of the Wilderness Family,5.7,3
200580,Spud 2: The Madness Continues,7.2,9
204095,How to Sell a Banksy,7.5,1
243026,The Battle of Gettysburg,6,1
31410,My Sweet Little Village,7.5,21
345944,I Am Chris Farley,7.2,44
37487,The Secret Ways,5,2
38666,The Wild and the Innocent,6.2,5
155685,Apache Rifles,4.7,3
107427,Drums Across the River,4,4
105687,Heart of a Dog,4,1
276155,The Mill on the Po,5,1
15531,Get Smart's Bruce and Lloyd Out of Control,5.3,32
347528,"Chronic-Con, Episode 420: A New Dope",3.7,5
234931,Russell Brand - From Addiction to Recovery,8,1
312149,Russell Brand: End the Drugs War,7.5,2
332270,Battle for Sevastopol,7.3,91
202570,Snails in the Rain,6.7,11
128311,Under the Bed,5,43
262897,Another World,0,0
337073,Almost Mercy,5.5,11
117904,I've Been Waiting for You,4.9,7
109797,Nancy Drew,2,2
84730,"Csocsó, avagy éljen május elseje!",6,1
41012,Dollybirds,6.4,4
60279,Made in Hungaria,7.2,3
27907,Spirit of the Marathon,6.9,4
124471,Painted Skin: The Resurrection,5.5,25
45716,Sakura Killers,7.5,2
77882,The Rise and Rise of Michael Rimmer,7.7,3
55149,84C MoPic,5.8,12
135510,Deadly Chase,0,0
223566,Ghadi,8.7,3
243233,West,6.7,10
261005,Your Honor,0,0
123730,Dog Tags,7,1
40368,Nightmare,5.5,27
104360,A White Dress for Marialé,7.5,3
257932,Dragon Nest: Warriors' Dawn,6.8,19
296130,Harbinger Down,4.6,67
60813,The Bunker of the Last Gunshots,5.9,12
103601,Hollywood Vice Squad,0,0
23903,Curious George 2: Follow That Monkey!,6.1,7
246699,Death Comes to Pemberley,6.7,23
261392,American Ultra,6,1099
192141,No Escape,6.7,798
277216,Straight Outta Compton,7.7,1381
167284,Viva Algeria,7.2,3
298078,Ruined Heart: Another Love Story Between A Criminal & A Whore,6.7,7
135858,Dungeons & Dragons: The Book of Vile Darkness,4.2,17
34210,Twelve in a Box,6,1
310133,Cop Car,5.8,301
49070,The Keeper: The Legend of Omar Khayyam,5.3,3
45940,Company Limited,6.5,4
56821,Lassiter,5.5,9
134777,The Lost Room,7.8,98
41423,Eighteen,3.3,3
41636,Get Your Stuff,5.6,5
19654,The Man I Love,5.5,9
19828,10 Attitudes,3,2
40205,16 Wishes,5.5,283
23427,29th and Gay,5,2
32633,Almost Normal,5.3,8
146778,The Men Next Door,3.8,5
77583,Long-Term Relationship,5.8,4
19369,3-Day Weekend,3.6,5
36041,The Big Gay Musical,7,12
29063,The Biggest Fan,6,1
185768,Boy Crazy,4.5,1
135465,Carl Panzram: The Spirit of Hatred and Vengeance,5.8,9
35005,Conversations with Mother,5.7,3
152042,Puella Magi Madoka Magica the Movie Part I: Beginnings,7.8,31
212926,Pardon My Past,7.5,2
251471,A LEGO Brickumentary,6.4,55
157420,Houston,5.5,2
283700,Pasolini,5.5,35
42478,Happiness Runs,5.5,4
117550,"Helga, She Wolf of Spilberg",4,1
238593,How to Follow Strangers,5.8,6
253687,Smart Ass,6.3,109
45943,Taurus,3.9,5
260372,Bermuda Tentacles,3.4,19
50670,Sir Henry at Rawlinson End,5.8,3
53064,Midori,7.3,15
13430,Always - Sunset on Third Street,7.4,10
22121,Truck Turner,7.2,13
256930,Kano,7.1,11
241693,Beyond Beauty: Taiwan from Above,6.9,4
295830,Attack on Titan,5.3,183
30575,Sailor Moon S the Movie: Hearts in Ice,6.4,9
37100,Sailor Moon R: The Movie,7.3,17
28460,Sailor Moon Super S: The Movie,6.6,12
59557,Marco Polo,5.2,5
308084,Tangerine,6.9,166
16923,Merlin and the War of the Dragons,3.1,8
284674,Air,4.8,217
39773,Just Peck,5.9,11
307293,Götz von Berlichingen,3.4,4
259300,009-1: The End of the Beginning,3.5,3
56672,The Legend of Secret Pass,3.5,1
42053,Witchville,4.5,9
135579,Dead Before Dawn 3D,4.3,30
216580,Savaged,5.7,47
8930,Modern Life,9.3,4
319337,13 Minutes,7,63
319340,I Kissed a Girl,5.9,108
126862,Dead Europe,5.5,5
258284,Every Secret Thing,5.7,63
50162,964 Pinocchio,5.9,9
95077,"Dagmar's Hot Pants, Inc.",3.5,2
274899,Inner Demons,4.6,26
299828,Women Who Flirt,5.5,13
81229,Hacker,3,3
57775,Khottabych,5.3,13
324578,Butterfly,10,3
298729,Do You See Me?,6.1,126
261036,Match,5.6,16
44320,Clandestinos,4.2,5
268917,The Past Is a Grotesque Animal,5.5,2
347035,Swallows and Amazons,6.9,24
262782,Boys in Brazil,0,0
258034,4 Moons,7.7,45
60850,Fashion Victims,6.6,8
202456,I Am Happiness on Earth,5.9,8
107039,The Road To Love,5,1
292387,Summer Nights,5.3,2
297641,Holiday,7.3,3
80754,Love in First Class,4.8,2
225408,Ernesto,6.2,3
44741,Malicious,6,21
131585,Mother's Heart,7,1
68823,Come Play with Me,5.8,2
75713,Treasure Guards,3.2,7
274479,Joy,6.4,1619
73669,Shut Up Little Man! An Audio Misadventure,5.3,12
75025,Tracks,0,0
109610,Blindside,0,0
63670,Vettaiyaadu Vilaiyaadu,6.9,9
94052,Azazel,2,2
53129,The Turkish Gambit,6.3,18
17935,Iron & Blood: The Legend of Taras Bulba,5,14
61998,The PyraMMMid,5.9,12
43651,Google Me,4,4
52761,Daisy Town,6.8,20
256836,Next Goal Wins,7.5,16
64383,Bad Faith,5.8,19
351043,Amnesiac,4.1,52
150191,I Am the Law,7.7,3
260891,The Climber,0,0
92292,Star Spangled Girl,0,0
28482,Supersonic Man,3.5,4
202839,Final Accord,6.5,2
296820,Pillars of Society,0,0
130624,The Girl from the Marsh Croft,8,1
179553,La Habanera,6,1
81438,Deck the Halls,3.5,2
210050,One. Two. One,5,1
282374,Cure: The Life of Another,6.2,3
193502,Library Wars,5.5,3
81760,Ditto,6.4,11
228066,Victor Frankenstein,5.6,697
47736,Rembetiko,7.6,7
84401,Sholem Aleichem: Laughing In The Darkness,7,2
185326,Broadway Musicals: A Jewish Legacy,0,0
160907,The Fall of the Essex Boys,4.5,13
118553,Every Little Thing,5,1
74128,Three Miles North of Molkom,6,3
19247,Animalympics,5.6,8
4705,The Sensuous Nurse,6.4,4
274820,4 Minute Mile,5.5,23
26189,Get a Clue,4.9,59
243059,Questi fantasmi,0,0
231009,Sogno di una notte di mezza sbornia,0,0
339327,Industrial Soundtrack for the Urban Decay,8,2
91624,The Last House on the Beach,5,3
287628,Theeb‎‎,6.6,64
336251,California City,5.5,1
325263,Journey to Space,6.3,6
76871,The Widow Couderc,7.1,9
353898,Manjhi The Mountain Man,6.8,16
336203,Masaan,6.9,37
306543,Homies,4.6,7
316170,Uomo e galantuomo,0,0
50341,The Divine Weapon,6.5,12
65628,The Fascist,5.4,4
116236,Crazy Desire,6.3,2
297505,The Black Sheep,0,0
289679,I Married You For Fun,0,0
270463,How I Learned to Love Women,7,1
270470,El Greco,0,0
192431,Carmen & Geoffrey,0,0
317655,Being Evel,7.1,9
82567,Sujata,5,3
136627,Devdas,4.1,4
31169,The Courageous Heart of Irena Sendler,6.6,28
228039,Losers Take All,6,1
64735,The One That Got Away,7,13
99762,Salem Falls,5.1,7
75634,Sharpe's Challenge,6.3,15
66127,Ferat Vampire,6.5,6
354128,Go Away Mr. Tumor,6,14
330037,Brothers,6.3,24
37091,FAQs,5.3,4
278388,The Iceman and the Psychiatrist,8,4
264569,Dave Attell: Road Work,8.8,4
354556,Guardians,4.4,128
39915,Green Snake,7.9,17
265640,Nuts in May,7.1,8
49455,The Short & Curlies,6,2
209764,The Terror Live,7.1,66
115873,The Angrez,6.9,6
116155,Alibi Ike,0,0
16566,Ab Tak Chhappan,6.3,6
20931,Taxi No. 9 2 11: Nau Do Gyarah,6.7,13
42949,Arthur 3: The War of the Two Worlds,5.4,371
189621,Beau Geste,5,1
100024,Bloodwork,4.3,13
83415,Body Slam,4.7,8
98203,Captive,5.9,11
175386,Cheyenne,0,0
239519,Close to My Heart,6.5,1
33787,"Get Smart, Again!",4.1,6
58646,OPA!,5,3
74430,Thumb Tripping,0,0
2988,The Harrad Experiment,2.5,2
167583,Corleone,7,4
27328,The Last House on Dead End Street,4.8,16
212051,Death of a Doctor,0,0
190213,Cry of the Wounded,7.3,2
33551,The Wistful Widow of Wagon Gap,6.8,4
253876,The Greatest Ears in Town: The Arif Mardin Story,0,0
142106,Petunia,5.5,6
56968,Pregnancy Pact,4.9,45
21927,Dark Corners,5.5,15
25713,Animals,3.8,8
354544,Demetri Martin: Live (At The Time),8,12
10492,Flashback,6,2
121550,Flashback,5,1
99863,Flight Angels,0,0
73430,Government Girl,5.5,4
46617,Having Wonderful Time,4.3,3
107076,A Hill in Korea,7,3
19505,Hendrix,5.2,6
97991,Her Cardboard Lover,5.5,1
189723,Hero's Island,2,1
180114,Holy Matrimony,7,1
41241,Hard Time: Hostage Hotel,5.3,2
87388,In the Arms of a Killer,2.8,2
177190,It's Tough to Be Famous,0,0
158750,Moving Target,5.1,4
180152,Out on a Limb,0,0
273106,Peter Pan,7.2,5
120672,Peter Pan,6,3
136752,"Rock, Paper, Scissors",6.1,5
170603,Round Trip to Heaven,7,1
198143,Society Lawyer,5.5,2
58625,Street Kings 2: Motor City,4.2,27
257447,Tapped Out,5.4,20
66568,The 25th Hour,7.5,6
299359,The Cabining,5.4,5
72639,The Marseille Contract,6.7,6
12598,Jo,7.1,49
134480,The Great Garrick,5,1
43142,The Naked and the Dead,3.5,2
248639,The Narrow Corner,0,0
139349,The Premonition,4.4,6
207850,Tio Papi,5.5,1
290789,Breaking at the Edge,4.2,13
43710,Who's Minding The Mint?,8.3,3
344591,Spiderwebhouse,7.5,2
27306,Cyber Wars,6.8,4
28646,Spoiler,8,2
27351,Meatball Machine,5.4,16
82466,Chop,5.3,13
64218,Deathline,4.4,9
97187,Cyber City Oedo 808,6,13
76940,"Hard Revenge, Milly: Bloody Battle",4.6,7
20044,"Hard Revenge, Milly",4.6,6
63046,The Battle of Chernobyl,6.7,5
52764,Sugarhouse,6.6,5
250558,Water Damage,2,1
138450,True Skin,6.6,5
56725,One Man Force,4,4
68115,Terminal Justice,6,4
21836,Humanity's End,2.3,10
206461,The Madness of Youth,6.8,5
49978,My Twentieth Century,4,3
42132,Time Stands Still,5,1
318922,Kill Your Friends,5.9,121
323694,Nina Forever,5.5,48
301875,Equals,5.9,386
48297,Invincible Shaolin,6.5,13
329637,Star Trek: Renegades,4.4,40
273477,Scouts Guide to the Zombie Apocalypse,6.2,526
196065,Racquet,3.5,1
253155,We Come as Friends,6.5,6
83232,Portrait of Jason,7.8,5
315859,Muhammad: The Messenger of God,5.6,13
180679,Sexy Evil Genius,6.2,32
59429,Paranormal Activity: Tokyo Night,5.5,91
245168,Suffragette,7.1,440
113638,Eskimo,0,0
319669,Joker Game,5.9,4
285860,Guidance,5.3,8
29008,The 7th Day,6.4,7
319373,Sweet Bean,7,82
290316,My Friend Victoria,6.1,6
336655,Dégradé,7.7,3
295111,War,5,4
260313,Flowers,6.7,22
284048,Los tontos y los estúpidos,8,1
320643,Stand,0,0
58858,The Marquis,5,46
32671,Hate Crime,5.9,6
265758,Thief,7.8,4
16516,Clannad: The Motion Picture,6.4,21
183859,Interviews with My Lai Veterans,5.5,4
62323,Vanishing of the Bees,7.3,6
139572,Rising from Ashes,6,2
79721,Extinction: The G.M.O. Chronicles,5.1,12
224297,The New Black,8,1
107406,Oscenità,9,1
259999,Keep On Keepin’ On,6.9,6
135679,"Andrew Jenks, Room 335",10,1
274906,The 50 Year Argument,7.3,3
105584,Peppermint Frappe,6.3,7
27255,From a Place of Darkness,0,0
2909,In the Dust of the Stars,3.3,2
171885,Lost Rivers,0,0
336206,The High Sun,6.5,11
45075,Blades of Blood,6.2,15
261884,Memory Vague,0,0
83052,Young Girls in Black,6,2
12448,The Hunchback of Notre Dame II,5.1,156
204342,HK: Forbidden Super Hero,6.3,34
91973,Lollipop Monster,6.9,5
293828,Starve,5.2,9
20947,Moscow-Cassiopeia,4,4
347096,Mythica: The Darkspore,5.4,41
208242,Assassins Tale,4.8,15
253255,Fort Tilden,5.1,15
83581,Some Voices,6.8,4
209921,Slimtime,5.7,7
49087,Moss,6.9,32
54040,Wanderlust,6,1
132912,The Price of Sex,5,1
41061,Lúdas Matyi,5.5,2
113388,As One,7.5,15
48119,Retrieval,4.3,3
48856,Gun-shy,6.7,3
346646,Veteran,7.1,42
291549,Assassination,7.3,58
65103,Race to Nowhere,6,1
310135,Turbo Kid,6.8,231
63569,Oh How It Hurts 66,6.8,5
70418,Wasted on the Young,5.3,16
22084,Dadnapped,4.6,65
45602,Disappearing Acts,5.3,9
217414,¿Quién mató a Bambi?,5.7,22
106194,Bergman Island,7,4
67280,Billy Wilder Speaks,6.6,5
86955,Body and Soul,6.8,4
111344,Evergreen,4.5,4
138167,One Love,6,5
86990,Let There Be Light,7,3
336664,Paulina,6.7,17
23388,Report from the Aleutians,5,1
52050,The Princess of Nebraska,5.4,4
267815,The Absent,5,1
85820,Mademoiselle Fifi,4.7,3
6945,Miracle on Ice,3.9,4
270759,One on One,5.5,6
41288,Rocky Marciano,5.5,10
198204,So This Is College,0,0
54570,The Gay Deception,0,0
88737,The Glory Stompers,6.7,5
60932,The Last Keepers,4.8,18
49843,The Naked Truth,6.6,7
316885,Bridgend,6,18
319513,Zurich,6.3,8
191718,You and the Night,6.5,15
330421,Papanasam,7.4,13
177104,Napoletani a Milano,6.8,2
348296,The Bad Education Movie,5.5,45
26847,Santa Baby,5.1,9
287241,The Unauthorized Saved by the Bell Story,4.9,11
301351,We Are Your Friends,6.3,673
253333,Soul Boys of the Western World,5.4,5
62409,2033,3.3,5
53743,Wild Combination: A Portrait of Arthur Russell,6.3,3
112130,For the Love of Money,5.6,9
50715,SoulBoy,6.3,13
115616,Hawks,5.1,4
146949,Marine Battleground,5,1
91691,Ga-ga: Glory to the Heroes,5.7,3
323272,War Room,6.9,92
180900,Shield of Straw,6,35
284290,Return to Ithaca,5.5,6
273153,Summertime,6.6,76
