Tweet,Sentimental,:),:-),:d,thanks,love,good,thank,see,happy,great,:(,:-(,miss,please,want,can't,time,sorry,one
making Alyssa rub my tummy :))),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@BLACKTOGXLD my pleasure :D enjoy your day!!,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can't sleep :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Fucking shit stalking her account :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Happy Friday :-) http://t.co/0l6LMN7j45,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Here's a teaser of the upcoming AIRecs 009 release ""Acid Mouse EP"" out 31st of August, including Red Robin &amp; Rough Control remixes :))",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:( but wtf am I supposed to do now without her,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@vedahhh glad to be of service it's kinda what I do :) hahahaa,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@badams Haha, thanks man. :-) Fingers-crossed I won’t have to delve too deep - just the .htaccess file.",Positive,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dudaftie...:-)

#breaktym",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@mundeduk may well pop round 2ish. It's the school holidays :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@Davealwalker  Hey Dave, I'd like to help! Could you DM me your full address and drop me a tweet once you have please? :) #HaileyHelps",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
First meeting of three today. Ace way to end the week :) https://t.co/7IDziFkG1E,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@babyytayy_ text me when you wanna meet up and I'll get them :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@Itsjustizue see you tomorrow then :)))),Positive,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pffff doing a private @Bugcrowd #bugbounty and only finding self-XSS and host header poisoning :( Need some code execution #ktksbye,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@aboelhassan_ you mean the naggy anal child? You don't want to keep that :p
Happy birthday buddy",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I was talking about radio which already happened :) and the tweet was made like a week ago you fucking freak  https://t.co/NrrUOlBKGN,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@bsuzysk 404 not found! :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
why can't i go to sleep at a normal time :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Naw :( Deep Dreamed my novel hoping there'd be invisible page beasts scuttling around but there's just worm tracks http://t.co/feTHZT8bfs,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Buset :( https://t.co/hQ4y4FKniZ,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lol. Well. That's life :) thank God it enn you  https://t.co/GLoCEIjGQQ,Positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I'm kinda sort of fucked :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Even had a dream that Frank Ocean released his new album ffs pls :((((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Where is hierro :(((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@xxKalishaxx @Zoe91x @DeltaGoodrem I see she has a meet and greet tour coming up, but unfortunately she's not coming to Brisbane :(",Negative,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"@cappucinoclaire i got this from google image, and now i don't know where is it bc i already closed the browser :/ sorry :((",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Planning a trip to Kuching? Enjoy special room rate only at Merdeka Palace Hotel &amp; Suites with PLUSMiles card! :) http://t.co/KwlZtWSREM,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
some sleep would be nice :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We go together like copy &amp; paste :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@bruceyoucxnt :( sorry for your loss may Allah give her jannatul ferdous,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Hi sunshine :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cousins are for life :)❤💜💘💋 #vsco #vscocam #vscoph #vscogood #vscophil #vscocousins #love… https://t.co/JwNwLUp583,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@lawandsexuality that makes really distressing reading :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"@IMKellyHoppen Actually, I would beg to differ on that one. Sometimes, less is more. :) #philosophical",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
@Mars_Sum41 noooo :( goodbye fun driving,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@SlXSTRINGS @deefizzy you haven't followed me yet :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@Mathpro314 Hey, wanna check out our YTB Channel? We post Gameplays &amp; Tutorials! https://t.co/sc9kDhaviX :) via http://t.co/J3sxzzg7cU",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oh barney :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@LittleMix Poland is not faraway from Germany girls :( I still believe that one day we can meet,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
@Mecastor01Mica  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@EdgarsLame happy birthday Edgar! I hope you have a good one and keep updating your travel log :),Positive,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"@RoySangwooKim congrats, Roy! :D",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The last thing Labour needs is a leader people want to vote for http://t.co/7zicZ1G0mb #jeremy4leader #jezwecan Do read - brilliant! :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
@AndyHarker1 I will do. You too!! :) xx,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leaving pcb :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rly sad that I had to rush off when that was the last time I would see everyone :-(,Negative,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
@IsaiahPander I'd like that! :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Today is a Happy Day :)) .,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starving :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
@AYINAJ__ why you only got half :(((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@fvvxkk that's a damn lie :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@smilebcbye :) awesomeee,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A very good morning to u too :)
@Boity",Positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
@Kandelamison You're welcome - thanks for following back! :-),Positive,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@Polished_teeth my favourite too! :) @ciatelondon Cream Soda :),Positive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cute :(( 💞 http://t.co/WbxjcwXiqF,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I also #FF #Ukraine :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Girl : nice wallet.
Boy : Prada hai..
Girl: you're so rich then..
Boy: stupid, I mean bhai ka hai. :p
#prada #PunjabisWillGetIt",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
So hard to find an organisation that we're satisfied with :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Me too :-( https://t.co/0jypXAWkx4,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Brb 
lowbat :(
#OTWOLGrandTrailer",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@BeingSobtian1 it was so much fun really enjoyed it hope next contest will be coming soon :-) :-) :-),Positive,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@luvsgngrhd ME TOO :((( wHERE IS MARGO,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
this place will forever hold a very special place in my heart :-( ❤️ gonna miss you Germany 😓 http://t.co/fwDwYoVEPV,Negative,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
@eminem #DearSlim Did u get an offer to play in the film but u had to turn it down cause your summer body wasn't ready yet :D ?,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@BBCRadio3 Hence the expression: wot a racket!?! Maybe? :p,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@cuteHiddlesmile u are welcome :-) ♥,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@snowzrfr @AndrewAlexMac @LuciHolland @caiitlinz @IGDAScotland indeed, wonderful to see everyone :) great night!",Positive,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
@JackieYunTweets More about things I know... Women's Fiction :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@cloudljp THERE WERE A LOT OF WRITINGS OF THE BOYS IN MY SECTION WHDJWKSJA IDK THAT ZIAM WRITING STILL FUCKS ME UP

i go to a 100k school :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I want to play the SFV!!!
Capcom plz :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
@RileyMcDonough make me smile :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SNAPCHAT : TammiRossM #snapchat #kikgirl #kikchat #wet #wife #indiemusic #sexy :( http://t.co/hQjLIUjbRt,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bad day???:-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Yeah dudes, keep calm and brace yourselves :-( https://t.co/ZnOjT3v9Gq",Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
@bunbun78 great shot - safe trip back to HK - love that place :-),Positive,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
@nicky_nick1998 rude :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@PinkPeoniesBlog @helloprettysa Market on Main just launched in Pretoria. :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@johnny_lopez96 I get mine Saturday :-)))),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
!! NUGGETS AND FRIES !! :-((,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
#NatGeo new show U can't lick ur elbow. .seems interesting....:),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bday in 6 days :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sketchbook art by love4wilde Drawing of hair I did turned out pretty cool :D #art #hair #colors #colorpencils #cray… http://t.co/tn1yicz40N,Positive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stats for the week have arrived. 1 new follower and NO unfollowers :) via http://t.co/a7adI6uFtX.,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i want all of kylie jenners clothes :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"@rosehut1 And thank you to wonderful readers like you, Rose, who make it all worthwhile. Have a lovely weekend. :)",Positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ohh that sucks :((( hands you all my jackets!! it's way too warm here and it's making me sleepy 24/7,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Soon... we haven't forgotten about our people from PTA :-) http://t.co/RXceUxbGY5,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@TheWestSamurai Ok! Your reminder is set for 9:00am. Reply to this if you want to change the time :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
@imamjan123 awwww thank u i Editied it on my old phone ... but it dont work more :(,Negative,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
@zavvi @b9scottuk @gkm86 maaaaaay have just pre-ordered :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://t.co/ziJiJYLDXT via @youtube...Reality is!! :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Charging my speaker up finally got it earlier today :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@HoneyDogKimura Yes so far. Been nightmare to sort out. No Will. :( But light @ end of tunnel now fank Dog. xxx,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Omg no it's really detailed I gotta get to the Tae one :(((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
@broadviewpress maybe an issue on my end. Sure I'll shoot an email right away. :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Went to bed with headache...woke up with headache :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i miss seehiah :(( omggg http://t.co/7lia2pmQew,Negative,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
@chaebe71 Oh great :),Positive,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"«--""@YoKoKuali: I :)""@Kreizi_: Who wants a #FF S/O??""""",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This manga is just too cute and yet made me cry.. :( http://t.co/KB6GswBxMT,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @lzethu01,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@ArcaneToaster My town's sister town :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@WforWoman 
A4. I would love to Gift My Sis this Blue KURTA as Blue is Her Fav. Color :))
#WSaleLove http://t.co/Y5Vhh0GMZX",Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@omggminho LOL 4-5 DAYS YES KASLKDJA IT WAS MY FINALS WEEK :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
#FreebieFriday  fingers crossed had to cut down food shop cos unexpected garage bill this week :(  https://t.co/k7bFXN9H5V,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@Boybisbored stalker!:(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fav if awake fam :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my bro choose takraw over me :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@suthodan @zerotackle I take u wrote it :p,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't wanna live in the world where people get shot when going to cinema #LouisianaShooting :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I like it too man. It add personality to you :-) https://t.co/Jed4Xvzakd,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGN :) IGN AU Pubcast 120: The Hero We Deserve, Tengaman: Tuesday, July 21 was a celebratio... http://t.co/1KBdSVNnnL #LetsProcrastinate",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@endangered2 You're welcome, Amber! Hope you're enjoying them :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hulk Hogan in the news for a racial tirade :( I thought he couldnt stoop lower than his role in Thunder in Paradise http://t.co/vd0z6x8t8g,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Friendzone :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@nichotine_ but the dress is pretty :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Pak saturday classes, pak monthly test :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
camillus pleaseee? :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Can't sleeeep :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Everyone should go drop @Pwincessly a follow on her stream :D http://t.co/WMAZJqO51K,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have a feeling that infinite won't win today :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@pinKixX44 congrats pink! :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"goodnight, fuck :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@AnnieCushing nice seeing it in Spanish... Well, Latin American Spanish :-)",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#ouch slip disc is sore today
bring on thw swimming and chutes :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@IndietracksFest @mr_omnibus I thought he was too!  :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
@hewitsonwalker thanks for the follow have a great day :),Positive,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Titanfall Friday tonight followed by possible Xbox Saturday,then the ultimate Xbox Sunday!! Yay! :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#ZaynIsComingBackOnJuly26 this is not funny :(((((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Things are hard right now, &amp; I can't even be home with Mady to help me through it. :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ksoo makes me so emo :((((((((((((((((((((((((((((((((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@Vikkstar123 @VikkFollows done :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@cutelilawley whats wrong? :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@CaptainTabouli :D you are welcome,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#FollowFriday @AmericanOGrain @PecomeP @APaulicand for being top supports in my community this week :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm too tan :-(((,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
yah know I'm good at faking mah emotions :),Positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"@WforWoman 
9) shopping will be like fries without ketchup. Tasteless :(

#WSaleLove",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@ontokkiland he really is such a cutie :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I need to stop looking at old soccer pictures :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@justinbieber :) always smile,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@aleeshajulia @IAPI_Updates that is a giant balloon! I want one :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
@tinfinities oh no she isn't :(((( but yes makati!!,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@alicecrumbs @elbow @meatbingo @govindajeggy Thank you Alice :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I need a massage :( ASAP,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@janellearg just got out of the tub :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i wan  t  a boyfriend :-((((,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i love the grey kit but i can't afford 3 kits :(,Negative,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Freaking cat won't cuddle with me :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
@f0ggstar @stuartthull work neighbour on motors. Asked why and he said hates the updates on search :( http://t.co/XvmTUikWln,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@Hell_enaDaVex true shit :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@real_liam_payne can u follbaaack me? :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You know when a song just disappears from your phone and iTunes? I've lost Dazed and Confused :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Why do developers release good games during school?? :(,Negative,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
@LucyAndLydia @georgiamerryyy I want one :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Happy Friday Everyone :-) http://t.co/MgaVjyNjEZ,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isco :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@thevaas @Vasan_Bala ALWAYS Remember :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@P_Collin just a bit of fun......... Pedant

:-)",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@ke7zum Hey Sarah! Send us an email at bitsy@bitdefender.com and we'll help you asap :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
summer weather wua :-(((,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"@Tigress1412 soniii kahaaaa u ?
No tweets by u make me lonely :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I just slept in cause I really didn't wanna see everyone get their Jacob tickets when I wasn't allowed :(((,Negative,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"look at his cheeks so squishy :( 
cutest ;( http://t.co/qEV0hix7JZ",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I have gotten at least 3 hours of sleep on the past 4-6 days so the rest of the week should be interesting :) :3 ;),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I wanted to watch the livestream on my ipod but it wouldn't load so on computer now :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@Author_Patty @dhinakaranjbraj Patty! :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@thatchamdad very cute! She looks fabulous :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@jitenkumargupta Thanks for the sharing the article :) @thebetterindia,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@ovo4fev Looks awesome! I miss the days of racing hotwheels cars around my house. :( ^MS,Negative,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"@1DCrazen hopefully, I'll do it for you :) x",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Points for #DreamTeam Gooo BAILEY! :) #PBB737Gold @PBBabscbn,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
why am I even awake :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hi baby @shfly3424 I love you :),Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jumma Mubarik to all of you :) Stay Happy and Blessed :),Positive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hi #Gorgeous @TillieModel have  a nice swim with your sis!! Can I get a #Birthday shout out please it would make my day?? #Perfection :) xx,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Why momo, why? :( https://t.co/HcqK1IZBRp",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
No drop home for me today :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Follow me on Facebook on https://t.co/Z9enl5nJdE :) http://t.co/gK0xyuMJIG,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@calumscool @carterreynolds Stop getting hate on him, of whatever kind it is.He made a mistake, and  he understood it, stop.:)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lart rt :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
why is got7's outfit for music bank so messy? :( the colour could have been better,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I'm sorry to :-( :-(  :-( 
Block",Negative,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
"PAYDAY, but feels like payhour as its all gone to my bills immediately :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
This taxi is emptier than Ciara's concert :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I can't even see Hyungwon :(,Negative,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Hey @Indie_Shell Thanks For Following :) 

#AutoFollow #TeamFollowback http://t.co/chhWQ9DHgO via http://t.co/xMohgOWIVJ",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@taeserasera OMG! What happened? :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ok im going now if i have wifi or 3g ill be on but for now bye :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Today I finally have time to work on Xcylin again :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I'm bored :( this one ubusy le fifa -_-,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
